item_id,name,price,category,description,seller_user_id,list_date,buyer_user_id,purchase_date
GX3I6,Pet Grooming,1862.2,Pet Supplies,For your lovely pet,JH82V,2022-07-24,,
Y37CA,Facewash,440.29,Beauty & Personal Care,Suitable for all skin types,U98HN,2022-08-22,,
8PC6Z,Plants,9.53,Others,,6ZG2P,2022-05-16,,
RS0AU,Barbie,970.17,Toys & Games,,VPIG7,2022-08-16,,
GPVL7,Leash And Collar,794.8,Pet Supplies,For your lovely pet,DRBJ8,2022-08-11,,
65J4R,Laptop Stand,1789.43,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",EGA3T,2022-04-13,,
GTP26,Basketball,199.67,Sports & Outdoors,Cushioning provides excellent shock absorption,BF3QQ,2022-03-24,,
YOBR0,Laptop,1836.73,Electronics,,OZBPO,2022-03-03,8XKTJ,2022-08-21
ZV96V,Chair,1386.21,Others,for everyday use,V87IG,2022-07-28,,
S6XAI,Bath Soap,241.1,Beauty & Personal Care,,AU687,2022-03-11,,
08CXH,Kite,1757.8,Toys & Games,make a great gift for kids 3 to 7 years olds,6IPKS,2022-04-27,,
3NGB6,Bath Soap,219.42,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",9EN65,2022-07-02,,
EFP07,Pencil,382.29,Office Products,,L3VKI,2022-02-03,,
Q9PZU,Pet Grooming,1410.13,Pet Supplies,For your lovely pet,G2W79,2022-05-23,,
M9Q2L,Paper Clips,811.24,Office Products,,3DEPB,2022-02-08,,
QF306,Paper Clips,1484.14,Office Products,,Q0UI3,2022-07-11,,
QKZRJ,Laptop Stand,80.36,Electronics,,IH8AP,2022-07-22,,
LN2IP,Necklace,873.61,"Clothing, Shoes & Jewelry",,VJL5E,2022-01-12,,
9LSM2,Pen,129.3,Office Products,For everyday office use,OE791,2022-09-23,,
HKGD4,Lamp,681.99,Others,for everyday use,T21O4,2022-02-03,,
YC1AW,Spoons,387.3,Home & Kitchen,One of a kind stainless steel,7IVK8,2022-04-11,,
JS28E,Knives,1696.44,Home & Kitchen,,A7G8C,2022-08-16,,
EKLGL,Bowls,1988.75,Home & Kitchen,,RLY94,2022-09-30,,
PEIPP,Chair,94.57,Others,,AZQD3,2022-05-27,,
YF59W,Basketball,964.5,Sports & Outdoors,100% Synthetic,SB3L6,2022-04-03,,
D1M6O,Paint Brushes,1573.64,"Arts, Crafts & Sewing",Set of 10,7B5PR,2022-02-17,,
H3EVZ,Ipad,1880.24,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",4UMXE,2022-08-14,,
BVRVO,Lamp,570.49,Others,for everyday use,SW1FA,2022-07-21,,
5K8GZ,Boots,1644.49,"Clothing, Shoes & Jewelry",cotton feels great for comfort that lasts.,N5X40,2022-07-12,,
F5K2I,Tshirt,1021.37,"Clothing, Shoes & Jewelry",Machine Wash,9CK79,2022-09-01,,
N6NZ5,Mobile,1520.75,Electronics,【11th Gen Intel Core i5-1135G7】,CYGAE,2022-01-06,,
XE2V4,Bowls,523.93,Home & Kitchen,One of a kind stainless steel,HYR8F,2022-02-25,,
4Q34E,Handwash,250,Beauty & Personal Care,,XYUHX,2022-08-22,,
8B2PZ,Spoons,631.82,Home & Kitchen,,G7ZYX,2022-10-25,,
ODMWI,Kindle,86.49,Electronics,Reams of high-bandwidth DDR4 RAM,WJRLZ,2022-09-05,,
M1CZ6,Facewash,74.19,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",I8U4Z,2022-10-24,,
MKO1F,Facewash,1009.89,Beauty & Personal Care,Suitable for all skin types,DI0C5,2022-08-30,,
74H9D,Laptop Stand,546.19,Electronics,,RM38H,2022-01-27,,
85PV8,Sticky Notes,1526.3,Office Products,For everyday office use,QWAWV,2022-04-19,,
QKMMM,Serum,371.31,Beauty & Personal Care,,YRTVH,2022-04-15,,
RSBL9,Rings,1900.72,"Clothing, Shoes & Jewelry",Imported,3O35F,2022-07-01,,
XVPYJ,Tshirt,1561.52,"Clothing, Shoes & Jewelry",cotton feels great for comfort that lasts.,K2VIU,2022-04-11,,
ZT3S8,Jeans,1955.97,"Clothing, Shoes & Jewelry",100% Cotton,G9Q2G,2022-06-13,,
BB32H,Kite,1801.91,Toys & Games,,CTMHY,2022-10-03,,
D629K,Pans,1861.93,Home & Kitchen,,K5CLT,2022-02-24,,
0ILVD,Water and Food Bowls,164.81,Pet Supplies,,1149O,2022-01-23,,
UFZAZ,Water and Food Bowls,884.51,Pet Supplies,,C1NTG,2022-05-10,,
UDVEB,Kite,950.44,Toys & Games,,0RNM3,2022-09-05,D4ZWD,2022-10-12
MDMS7,Nail Paint,1896.49,Others,for everyday use,TJ6FX,2022-01-09,,
VV7PT,Kite,722.6,Toys & Games,,6FWZI,2022-09-11,,
E62DS,Marker,1151.11,Office Products,,CA1H1,2022-03-24,,
6GO5A,Bowls,1129.56,Home & Kitchen,,CXDQI,2022-02-04,,
I5WOD,Handwash,1756.81,Beauty & Personal Care,Suitable for all skin types,U98HN,2022-10-07,,
73V9Q,Kindle,842.73,Electronics,,RLY94,2022-04-07,,
5E47O,Pet Bed,1982.59,Pet Supplies,For your lovely pet,VZNU6,2022-03-24,,
J4IVC,Jeans,296.72,"Clothing, Shoes & Jewelry",,AADER,2022-05-05,,
YCDVQ,Tshirt,297.84,"Clothing, Shoes & Jewelry",,N169E,2022-10-25,,
M30ZX,Bowls,392.14,Home & Kitchen,,A5WQ0,2022-06-13,,
1Q1S6,Pans,266.26,Home & Kitchen,One of a kind stainless steel,3I68A,2022-07-21,XPPM0,2022-08-15
869EG,Paint Brushes,1135.8,"Arts, Crafts & Sewing",,U4K0S,2022-10-04,,
N9LJW,Sauce Pots,1087.33,Home & Kitchen,One of a kind stainless steel,EDOMX,2022-10-05,,
1INO4,Water and Food Bowls,431.37,Pet Supplies,For your lovely pet,77E29,2022-09-12,JSUMG,2022-10-29
NONPR,Can Opener,731.35,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,DDZV9,2022-05-31,,
H94MO,Easel,1188.41,"Arts, Crafts & Sewing",Set of 10,3DEPB,2022-04-26,,
DDHY2,Rings,1437.6,"Clothing, Shoes & Jewelry",Machine Wash,OPGY0,2022-06-22,2OOR4,2022-10-23
WD939,Plants,1727.17,Others,for everyday use,9X7GU,2022-04-15,,
VYN5P,Plants,1171.22,Others,for everyday use,4L0BA,2022-09-09,,
P8XBQ,Notebook,132.76,Others,,A5WQ0,2022-10-28,,
HK81M,Canvas,674.24,"Arts, Crafts & Sewing",,D7CK2,2022-02-02,,
UC2HJ,Marker,1235.31,Office Products,,LJNGC,2022-02-26,,
36413,Badminton Racket,749.14,Sports & Outdoors,100% Synthetic,D7CK2,2022-01-11,,
ZMPXW,Badminton Racket,1208.79,Sports & Outdoors,,V1RZB,2022-09-07,,
FNYY2,Charger,1801.91,Electronics,,JCA8Q,2022-01-21,,
GSRE0,Pen,482.7,Office Products,For everyday office use,6F0TV,2022-10-29,,
YXGJ4,Hat,238.49,Sports & Outdoors,,3RNZG,2022-04-21,,
CHFWY,Paint Brushes,353.36,"Arts, Crafts & Sewing",Set of 10,6KVU0,2022-08-30,,
A8BNR,Marker,214.67,Office Products,,87BU7,2022-06-14,,
5WMIK,Handwash,1984.34,Beauty & Personal Care,Suitable for all skin types,3FKG7,2022-08-26,,
PHZLF,Kite,1175.48,Toys & Games,,859E2,2022-10-16,,
S6S4A,Boots,1898.58,"Clothing, Shoes & Jewelry",,TIQ1A,2022-03-17,,
RPJTC,Teddy Bear,1022.51,Toys & Games,make a great gift for kids 3 to 7 years olds,LV4UC,2022-01-03,,
Q5PMM,Jacket,825.2,"Clothing, Shoes & Jewelry",,WSHUH,2022-02-11,,
V34JF,Badminton Racket,407.16,Sports & Outdoors,Cushioning provides excellent shock absorption,9ZP9F,2022-10-02,,
E6KWK,Hat,1891.5,Sports & Outdoors,100% Synthetic,HQF90,2022-03-18,,
I4C95,Handwash,1733.19,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",QMNGC,2022-07-02,,
QYR18,Pans,1548.85,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,QX1AY,2022-07-20,TWDIW,2022-08-14
XV9E8,Tshirt,764.19,"Clothing, Shoes & Jewelry",,19J34,2022-08-25,,
WP0ER,Nail Paint,1142.54,Others,for everyday use,9EN65,2022-04-15,,
IEFST,Chair,1938.97,Others,,EBQH2,2022-09-27,,
9IAND,Badminton Racket,391,Sports & Outdoors,Cushioning provides excellent shock absorption,XMWLA,2022-03-22,,
UZVYN,Speaker,1490.37,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",4UMXE,2022-04-12,,
R8MZ9,Chair,1126.83,Others,,LQ8DW,2022-10-02,,
8W6LP,Kindle,816.67,Electronics,【11th Gen Intel Core i5-1135G7】,OE791,2022-09-13,,
T0ZS6,Handwash,1636.46,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",LBHMK,2022-06-19,,
U2RL8,Pet Bed,219.7,Pet Supplies,For your lovely pet,HVJUT,2022-05-06,,
XK9JC,Canvas,1073.8,"Arts, Crafts & Sewing",,BL4U8,2022-10-07,,
0PCLY,Leash And Collar,581.81,Pet Supplies,,R2YNB,2022-05-09,,
J9SV0,Plants,9.36,Others,,I8U4Z,2022-02-19,,
TBR88,Badminton Racket,1593.8,Sports & Outdoors,,6WQ8P,2022-02-18,,
HLKKF,Chair,1371.9,Others,,M2HT6,2022-05-19,,
9X87Y,Pet Bed,1065.76,Pet Supplies,,G60H0,2022-10-08,,
WL502,Barbie,1806.1,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",Z5WLW,2022-06-21,,
84RGS,Pen,1125.32,Office Products,For everyday office use,WDR82,2022-09-24,,
FFIW4,Pet Bed,909.24,Pet Supplies,,G6UPG,2022-06-16,,
QHAYZ,Charger,397.73,Electronics,,FUR3X,2022-06-09,,
LVBY1,Ipad,1608.24,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",ZVZGY,2022-08-15,,
KBL3I,Pet Grooming,1833.4,Pet Supplies,For your lovely pet,RLY94,2022-02-04,,
IIIJW,Curtains,1519.84,"Arts, Crafts & Sewing",,6GSGP,2022-06-25,,
HVQNB,Hot Wheels,692.89,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",87BU7,2022-02-07,,
TREMP,Can Opener,1203.13,Home & Kitchen,,P283H,2022-07-23,,
Q7051,Mobile,425.11,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",JCA8Q,2022-05-31,,
K5CH9,Notebook,272.52,Others,for everyday use,G06XS,2022-07-06,,
CJEWG,Sticky Notes,1852.1,Office Products,For everyday office use,T21O4,2022-06-02,,
JCSMX,Watercolor Pens,613.87,"Arts, Crafts & Sewing",,G7ZYX,2022-10-07,,
6UDBV,Sports Shoes,1183.43,Sports & Outdoors,,AZQD3,2022-06-13,,
TZ6CG,Nail Paint,165.87,Others,,C1NTG,2022-09-20,,
K70IV,Can Opener,128.96,Home & Kitchen,,0QEPM,2022-08-22,YK2FC,2022-09-20
KLB1H,Hoodie,535.93,"Clothing, Shoes & Jewelry",cotton feels great for comfort that lasts.,QLECR,2022-04-19,,
V4DM9,Laptop,772.97,Electronics,,UBB1Y,2022-02-18,,
7P2UK,Pet Grooming,1808.82,Pet Supplies,For your lovely pet,DRNO4,2022-09-17,,
BAK0R,Rings,1910.7,"Clothing, Shoes & Jewelry",Machine Wash,QTM9A,2022-05-12,DTEM6,2022-06-09
CVFNB,Pencil,1150.33,Office Products,For everyday office use,X9W2Z,2022-01-01,,
3SRNP,Marker,1600.72,Office Products,For everyday office use,UEVYS,2022-05-12,,
KY768,Teddy Bear,949.58,Toys & Games,,Q17SE,2022-05-12,,
L7TGG,Easel,1398.41,"Arts, Crafts & Sewing",,IJI6N,2022-03-19,,
605TK,Jacket,1265.15,"Clothing, Shoes & Jewelry",100% Cotton,Q24R1,2022-05-26,,
YBXM8,Curtains,1818.14,"Arts, Crafts & Sewing",,0V5C9,2022-08-10,,
ZVPSL,Kindle,1845.9,Electronics,【11th Gen Intel Core i5-1135G7】,3I68A,2022-04-12,,
2TMX9,Jeans,802.94,"Clothing, Shoes & Jewelry",Machine Wash,92I2Y,2022-03-08,,
FF443,Badminton Racket,1273.36,Sports & Outdoors,Cushioning provides excellent shock absorption,3M1YI,2022-06-05,,
DHWEN,Handwash,1797.5,Beauty & Personal Care,,5XI94,2022-02-10,,
NVKZB,Hat,1320.1,Sports & Outdoors,,6P3VN,2022-02-11,,
82NM5,Lamp,648.7,Others,for everyday use,2LVZE,2022-10-09,,
Y3YAD,Sports Shoes,1264.2,Sports & Outdoors,,O0KP9,2022-05-02,,
YOTGZ,Nail Paint,1122.88,Others,,C9PS9,2022-02-14,,
41SCY,Rings,273.6,"Clothing, Shoes & Jewelry",100% Cotton,N7TIV,2022-04-27,,
P8WUU,Spoons,1940.87,Home & Kitchen,One of a kind stainless steel,JI8HS,2022-02-09,,
FTXI2,Jacket,1697.42,"Clothing, Shoes & Jewelry",100% Cotton,SFE8H,2022-08-28,,
N4K4F,Sticky Notes,1103.64,Office Products,,0YDV7,2022-10-15,,
29OXN,Chair,1336.63,Others,for everyday use,QCIEZ,2022-04-06,,
KVC9N,Bath Soap,1497.65,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",KVQRA,2022-09-23,,
2N843,Water and Food Bowls,1465.53,Pet Supplies,,TJX73,2022-06-22,,
SQ1WL,Salad Spinner,1049.48,Home & Kitchen,,449OC,2022-03-06,,
HIWZQ,Laptop Stand,580.22,Electronics,,77E29,2022-04-11,,
ABCGC,Sports Shoes,863.3,Sports & Outdoors,100% Synthetic,UEVYS,2022-03-07,,
W47I6,Kite,19.78,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",6KVU0,2022-10-01,,
KOPC4,Tshirt,149.65,"Clothing, Shoes & Jewelry",,YRL14,2022-01-11,,
DAO0F,Hot Wheels,1380.96,Toys & Games,make a great gift for kids 3 to 7 years olds,ZB7CT,2022-05-27,,
T1N4Z,Hot Wheels,464.95,Toys & Games,,P1ZUA,2022-02-17,,
VBEFT,Water and Food Bowls,277.82,Pet Supplies,,FUAY0,2022-05-01,U4CKQ,2022-08-31
K66A1,Laptop,683.45,Electronics,,GPYLB,2022-10-26,,
QI0LL,Hot Wheels,214.22,Toys & Games,,UBB1Y,2022-03-23,,
7H8HN,Salad Spinner,290.13,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,GV6M6,2022-10-08,JEF0X,2022-10-13
RKTNQ,Sauce Pots,634.97,Home & Kitchen,One of a kind stainless steel,6PA04,2022-06-29,,
7CPZP,Chair,1756.62,Others,,CA1H1,2022-08-19,,
03LBD,Oil Paints,790.59,"Arts, Crafts & Sewing",,NKNLM,2022-08-06,,
5TXTM,Barbie,1233.91,Toys & Games,,T40C2,2022-03-14,,
BBB6Q,Spoons,275.5,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,LZLDV,2022-09-06,96CTH,2022-10-16
M3NXI,Mobile,434.16,Electronics,,PHPNC,2022-08-22,,
SLRH6,Sticky Notes,1983.12,Office Products,,6IPKS,2022-04-21,,
4EI5D,Hot Wheels,1220.75,Toys & Games,,1E2BT,2022-07-19,,
D2WUH,Easel,140.15,"Arts, Crafts & Sewing",Set of 12,Q24R1,2022-07-03,,
PT4H8,Handwash,930.99,Beauty & Personal Care,,K5CLT,2022-10-24,,
6LQWN,Barbie,1180.59,Toys & Games,,Q24R1,2022-07-01,,
LPMI8,Chair,987.36,Others,,MQBSG,2022-10-06,,
31CW1,Airpods,620.39,Electronics,,G9Q2G,2022-05-14,,
912C2,Salad Spinner,844.55,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,1VT3O,2022-10-29,,
WK5B4,Curtains,234.27,"Arts, Crafts & Sewing",Set of 10,DW4SG,2022-03-14,,
DQRFA,Pet Grooming,1635.44,Pet Supplies,For your lovely pet,426K8,2022-06-29,,
G934X,Kindle,253.92,Electronics,,LZAU3,2022-09-07,,
CXUCE,Hot Wheels,424.26,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",JH82V,2022-05-25,7D92X,2022-09-22
60UMU,Hot Wheels,1751.78,Toys & Games,,RYVDX,2022-10-01,,
QQ7V2,Badminton Racket,1963.96,Sports & Outdoors,,P9Q6Y,2022-09-20,,
HGBY7,Hoodie,817.77,"Clothing, Shoes & Jewelry",,PV7VX,2022-01-09,,
MLZ88,Lamp,1036.14,Others,,29003,2022-06-28,,
4AZCY,Badminton Racket,667.49,Sports & Outdoors,,1E2BT,2022-07-21,,
7B8CN,Chair,163.89,Others,,V20LN,2022-03-18,,
9ANFE,Laptop,1478.44,Electronics,【11th Gen Intel Core i5-1135G7】,FFBXJ,2022-09-29,,
VR6OW,Watercolor Pens,1349.9,"Arts, Crafts & Sewing",Set of 10,GPJ8L,2022-05-09,,
ZXQ62,Laptop Stand,1761.27,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",4DGUK,2022-02-21,,
8IV2X,Notebook,774.38,Others,,JZ1WL,2022-07-10,,
PGXPX,Teddy Bear,892.82,Toys & Games,make a great gift for kids 3 to 7 years olds,FUS1Y,2022-07-01,,
Y4QNY,Necklace,92.75,"Clothing, Shoes & Jewelry",100% Cotton,K52E6,2022-05-23,,
ILZPZ,Spoons,974.57,Home & Kitchen,,OFOQB,2022-03-18,,
H5JR8,Notebook,20.2,Others,for everyday use,8F6ZS,2022-03-21,,
25MF2,Watercolor Pens,1885.13,"Arts, Crafts & Sewing",,7VWUB,2022-07-10,,
6LLPY,Sports Shoes,352.56,Sports & Outdoors,100% Synthetic,V5MBV,2022-09-14,,
F9ZDV,Toothpaste,1155.31,Beauty & Personal Care,,AZB2M,2022-10-07,,
9O6WN,Bath Soap,1709.96,Beauty & Personal Care,,P3UIF,2022-09-27,,
VGV4H,Can Opener,1724.99,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,Y1GW1,2022-08-04,,
GT4Z5,Mats,707.66,Home & Kitchen,,U29GK,2022-08-27,,
6C767,Knives,856.33,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,OE791,2022-03-22,,
36C9D,Leash And Collar,515.1,Pet Supplies,,0R2KU,2022-06-16,,
HPONZ,Toothpaste,1893.73,Beauty & Personal Care,,QCIEZ,2022-07-31,,
JXD9N,Pet Grooming,707.77,Pet Supplies,,6QJGV,2022-10-06,,
WTB28,Serum,867.45,Beauty & Personal Care,"Daily use helps to clean the skin, effectively eliminating acne and blackhead",K99E6,2022-05-14,,
UO1VL,Hot Wheels,448.37,Toys & Games,make a great gift for kids 3 to 7 years olds,J5PAC,2022-01-02,,
BD483,Laptop Stand,1231.67,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",0X722,2022-08-28,,
P766C,Teddy Bear,394.75,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",OPGY0,2022-10-24,,
24GDB,Leash And Collar,903.77,Pet Supplies,For your lovely pet,4PJSD,2022-06-12,,
VXFS7,Pencil,1548.14,Office Products,For everyday office use,T02WF,2022-10-01,,
S4BH1,Lamp,1952.58,Others,,N5X40,2022-09-30,,
OKY58,Can Opener,602.41,Home & Kitchen,,QQB6Q,2022-01-25,,
DWBLA,Curtains,1699.5,"Arts, Crafts & Sewing",,UFNUW,2022-02-03,,
8FWGU,Bowls,1686.82,Home & Kitchen,One of a kind stainless steel,WW2NM,2022-05-28,,
WFSMW,Charger,292.18,Electronics,Reams of high-bandwidth DDR4 RAM,SZXQH,2022-06-10,,
OVI5Q,Leash And Collar,1402.61,Pet Supplies,For your lovely pet,8VI0V,2022-09-08,VSVVE,2022-09-30
AL5QS,Handwash,1238.73,Beauty & Personal Care,,IH8AP,2022-04-20,,
VT5V7,Watercolor Pens,1160.64,"Arts, Crafts & Sewing",Set of 10,FWB4W,2022-06-05,,
CKAXB,Nail Paint,550.17,Others,,ZTLSE,2022-01-01,,
TJGTT,Jeans,1371.59,"Clothing, Shoes & Jewelry",Machine Wash,GQM6L,2022-06-18,,
L6JKF,Pet Grooming,1481.4,Pet Supplies,For your lovely pet,77E29,2022-04-23,,
AE0A5,Handwash,1528.45,Beauty & Personal Care,Suitable for all skin types,QMHWG,2022-07-08,,
MPALC,Jeans,220.62,"Clothing, Shoes & Jewelry",,3FLK5,2022-06-04,,
FG4OU,Pet Bed,1943.65,Pet Supplies,For your lovely pet,PCL39,2022-06-17,,
AP7NN,Lamp,792.87,Others,for everyday use,6A1CR,2022-10-05,,
3V1FD,Teddy Bear,1701.97,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",FWVAJ,2022-08-16,,
XDW6H,Laptop Stand,219.38,Electronics,Reams of high-bandwidth DDR4 RAM,7H518,2022-08-22,,
SMWY3,Bowls,1769.49,Home & Kitchen,,1H9CX,2022-07-02,,
5KTHF,Acrylic Paints,1348.75,"Arts, Crafts & Sewing",Set of 10,FQUO1,2022-05-24,,
23N21,Salad Spinner,923.28,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,V5MBV,2022-06-12,,
PA089,Handwash,760.49,Beauty & Personal Care,Suitable for all skin types,BKW17,2022-09-08,,
T89BT,Sticky Notes,1448.54,Office Products,For everyday office use,QQB6Q,2022-03-07,,
WJVRC,Pet Grooming,159.34,Pet Supplies,,3FKG7,2022-01-15,,
06TT6,Water and Food Bowls,1284.67,Pet Supplies,For your lovely pet,A5WQ0,2022-06-20,,
YWJMG,Knives,1867.68,Home & Kitchen,One of a kind stainless steel,QMNGC,2022-05-01,,
V92GO,Chair,694.9,Others,for everyday use,XU609,2022-09-22,,
KY86H,Hat,441.13,Sports & Outdoors,Cushioning provides excellent shock absorption,AP5ZX,2022-05-09,,
9YYUD,Handwash,1248.8,Beauty & Personal Care,Suitable for all skin types,ARQJD,2022-05-27,,
KXAEK,Handwash,139.43,Beauty & Personal Care,,BX2PI,2022-08-31,Q5K3I,2022-09-15
TKR2V,Pencil,278.37,Office Products,For everyday office use,FWVAJ,2022-03-13,,
GGVA0,Spoons,1301.6,Home & Kitchen,One of a kind stainless steel,EBQH2,2022-01-27,DUEVE,2022-03-06
4TEZZ,Water and Food Bowls,1723.1,Pet Supplies,For your lovely pet,9R01Y,2022-03-10,,
NJYMM,Chair,1244.7,Others,,PINBW,2022-01-13,,
19IGV,Notebook,1109.86,Others,for everyday use,6KVU0,2022-09-10,,
TKCP9,Can Opener,21.8,Home & Kitchen,,QR035,2022-01-04,,
FCTJ0,Kindle,1829.9,Electronics,【11th Gen Intel Core i5-1135G7】,C9PS9,2022-07-22,,
74DEB,Facewash,226.95,Beauty & Personal Care,Suitable for all skin types,ZTLSE,2022-06-19,,
PNY5F,Tshirt,1538.1,"Clothing, Shoes & Jewelry",,NQP88,2022-06-17,,
J0RLJ,Toothpaste,462.79,Beauty & Personal Care,,NJN0G,2022-04-23,,
N1ZYN,Plants,605.66,Others,,NQP88,2022-06-21,,
IFCBE,Knives,49.31,Home & Kitchen,,7B5PR,2022-07-26,,
TAO8I,Chair,340.72,Others,for everyday use,BJLLH,2022-03-03,,
2MVW8,Sports Shoes,1346.72,Sports & Outdoors,Cushioning provides excellent shock absorption,426K8,2022-03-03,,
9STX1,Teddy Bear,1285.77,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",EBQH2,2022-09-14,,
8C2N4,Hat,547.23,Sports & Outdoors,,R7K4O,2022-09-26,,
JA7CS,Basketball,1506.19,Sports & Outdoors,100% Synthetic,F1I7H,2022-07-03,,
XP27B,Water and Food Bowls,448.11,Pet Supplies,,77KUY,2022-04-20,AYTRE,2022-09-21
GCCVW,Badminton Racket,933.62,Sports & Outdoors,,VW8H6,2022-04-29,,
KKBV5,Curtains,1863.99,"Arts, Crafts & Sewing",Set of 10,IBCNI,2022-06-01,,
ED6CD,Jeans,1108.26,"Clothing, Shoes & Jewelry",100% Cotton,HH8AJ,2022-08-16,,
YL4J5,Marker,974.62,Office Products,,TT1MJ,2022-05-09,,
NKIAN,Can Opener,1128.81,Home & Kitchen,One of a kind stainless steel,N3780,2022-06-29,,
J1LPC,Salad Spinner,655.84,Home & Kitchen,Professional quality at its best – the best materials to update your cooking!,TYD9O,2022-01-24,,
U21HI,Sticky Notes,904.55,Office Products,,J83G9,2022-09-10,,
O0EN8,Chair,1273.12,Others,,DW4SG,2022-04-25,,
VRECO,Barbie,1054.3,Toys & Games,,L18JT,2022-06-26,,
7HMIA,Jacket,1587.17,"Clothing, Shoes & Jewelry",,FUAY0,2022-05-01,,
4GLO5,Jacket,1690.23,"Clothing, Shoes & Jewelry",cotton feels great for comfort that lasts.,KVJNB,2022-03-21,,
4SLV5,Facewash,1754.24,Beauty & Personal Care,,Y4RHZ,2022-01-27,,
3NCX0,Marker,390.81,Office Products,For everyday office use,87BU7,2022-01-16,,
JB2MI,Pen,1140.3,Office Products,,ARWEB,2022-02-05,9H7FL,2022-02-07
EZ2HH,Chair,1942.39,Others,for everyday use,DPGAP,2022-04-25,,
ITEZ2,Pet Grooming,473.91,Pet Supplies,For your lovely pet,4L0BA,2022-01-23,,
XF6LQ,Knives,1171.42,Home & Kitchen,,K3UHS,2022-01-13,,
K74D1,Airpods,202.46,Electronics,,PRF6N,2022-01-17,,
2SFO4,Watercolor Pens,879.94,"Arts, Crafts & Sewing",Set of 12,CA1H1,2022-08-19,,
KM54N,Oil Paints,1475.13,"Arts, Crafts & Sewing",Set of 12,N169E,2022-07-02,,
S1RFB,Watercolor Pens,446.68,"Arts, Crafts & Sewing",Set of 12,ME7DC,2022-02-01,,
4CYD8,Badminton Racket,1726.17,Sports & Outdoors,100% Synthetic,FUAY0,2022-02-24,,
4IHZH,Hoodie,1037.75,"Clothing, Shoes & Jewelry",100% Cotton,OREG1,2022-10-16,91697,2022-10-19
6HX5W,Sports Shoes,604.88,Sports & Outdoors,,549RZ,2022-02-09,,
A7OI5,Mobile,780.6,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",JUDOH,2022-10-03,,
382XM,Easel,57.71,"Arts, Crafts & Sewing",Set of 12,R7K4O,2022-08-24,CK3WB,2022-10-27
86QBU,Can Opener,1807.8,Home & Kitchen,,DZC76,2022-02-14,,
B0DVT,Barbie,1176.85,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",DDZV9,2022-02-08,,
WAKVV,Kindle,1341.93,Electronics,"【Display and Graphics】17.3 diagonal, FHD ",F5WTM,2022-06-18,,
RXHU7,Lamp,958.61,Others,for everyday use,UADIT,2022-02-14,,
RLZ58,Facewash,572.97,Beauty & Personal Care,,859E2,2022-10-06,GWCEK,2022-10-29
1O8HG,Kite,115.35,Toys & Games,"Unbox the package to find a soft, plush, sparkly doll!",KVJNB,2022-07-14,,
Y7POK,Mats,1575.6,Home & Kitchen,,P283H,2022-03-07,,
2XIBM,Oil Paints,1651.2,"Arts, Crafts & Sewing",Set of 10,5NRYI,2022-02-09,ETGJX,2022-07-03
YT2V9,Rings,431.63,"Clothing, Shoes & Jewelry",,X7OBY,2022-10-11,,
BXHXQ,Lamp,54.15,Others,for everyday use,Q6RDS,2022-07-18,,
C0XJ1,Water and Food Bowls,1216.95,Pet Supplies,,CZ859,2022-02-01,,
Q3423,Hot Wheels,201.6,Toys & Games,,1H9CX,2022-07-16,,
X6UD1,Paper Clips,1570.33,Office Products,,69SJG,2022-10-11,,
K3GZ3,Hat,581.75,Sports & Outdoors,,ARWEB,2022-04-07,,
MKGP8,Can Opener,1324.22,Home & Kitchen,,OREG1,2022-10-11,,
BGDVU,Sports Shoes,182.91,Sports & Outdoors,100% Synthetic,BV5DO,2022-05-25,,
27D57,Lamp,1334.33,Others,for everyday use,L4VJ1,2022-05-06,,
